-0.032394,-0.054138,-0.00041794,0.40921,0.15235,0.037101,0.032161,0.0074841,0.094751,-0.10589,3
0.24211,0.41786,0.70948,0.0065092,0.48935,0.3073,0.46466,0.091684,0.089451,0.25801,2
0.28271,0.26276,0.20628,0.19991,1.1606,0.1783,0.52696,0.19218,0.19715,0.56091,1
0.21151,0.49716,0.13728,0.45441,0.10065,0.1514,0.31086,0.11318,0.020551,-0.049589,4
0.45321,0.48146,0.20488,0.19571,0.097549,0.094701,0.055861,0.082984,0.060951,0.22791,2
0.0048061,-0.073438,0.037082,0.25141,0.047449,-0.012499,0.014461,0.0085841,-0.0039489,0.19041,3
0.15481,-0.048638,0.0053821,-0.0039908,0.051249,0.029101,0.016061,-0.034216,0.24415,0.25341,4
0.23101,0.18806,0.20018,0.56911,0.24055,0.1603,0.078861,0.34848,0.16675,0.48681,1
0.18221,0.061662,0.18298,0.14791,-0.072451,-0.024399,0.020061,0.11918,0.11245,0.097811,2
0.0075061,-0.080338,0.0072821,0.34661,0.082449,0.026001,0.023461,0.53208,-0.039549,0.048711,3
0.33861,0.20736,0.36798,0.32521,0.54895,0.1915,0.26146,0.21628,0.14645,0.28311,1
-0.027194,-0.096438,-0.0062179,-0.030891,0.056849,-0.064799,-0.030639,0.0071841,0.0054511,-0.056189,4
-0.026594,-0.10144,0.029682,0.016909,0.52235,0.1995,0.0091607,0.059684,0.10145,-0.018689,4
0.0056061,-0.068438,0.0027821,0.20781,-0.012751,0.047401,0.023961,-0.0080159,-0.023249,-0.11089,3
0.28851,0.21106,0.48858,0.40571,0.55035,0.1363,0.25406,0.14368,0.23965,0.67601,1
0.14971,0.025562,0.11808,-0.016991,-0.081151,0.012301,-0.0095393,0.077184,0.027151,0.040011,2
0.11251,0.009162,0.026782,-0.010391,-0.11995,0.012101,-0.028039,0.089884,0.016851,0.27591,2
-0.065894,-0.065038,-0.016718,-0.012391,0.026549,0.018801,0.27286,0.016684,0.015751,-0.0065889,4
0.16081,0.12396,0.16928,0.11621,0.49935,0.1479,0.073561,0.034984,0.17525,0.42771,1
0.00090613,-0.057838,-0.0038179,0.23921,-0.077751,-0.015199,0.040861,0.086384,0.25415,-0.13199,3
-0.028694,-0.042338,-0.00011794,0.13811,0.028349,-0.0032986,0.028161,0.052384,-0.063049,-0.021989,3
0.026106,-0.099838,0.043382,-0.026091,0.031049,-0.056599,-0.017739,-0.026016,-0.017449,0.12681,4
0.33131,0.34846,0.10808,0.26381,0.61015,0.1379,0.073361,0.065884,0.22355,0.36381,1
0.12521,0.71526,0.071982,-0.038691,-0.081151,0.036801,-0.040939,0.098284,-0.011349,0.040311,2
0.42561,-0.080538,0.016982,0.019809,0.13525,-0.038399,-0.024039,-0.020716,0.15205,-0.074589,4
-0.059294,-0.044138,0.00098206,0.12471,-0.021051,-0.014599,0.0033607,0.00038406,-0.058849,-0.12909,3
0.10121,0.12206,0.089582,0.20331,0.90865,0.1794,0.054561,0.061384,0.16495,0.60001,1
0.095406,0.34796,0.075082,0.30691,-0.13375,0.051701,-0.046439,0.076384,0.026351,0.10701,2
-0.016594,-0.11384,0.0066821,-0.037991,0.0062494,0.037201,0.41706,0.27148,0.019451,-0.050589,4
0.087406,0.11526,0.011782,0.016809,0.11755,0.050301,0.0089607,0.019084,0.13885,0.36491,1
0.14181,-0.018538,-0.032318,-0.048391,-0.11015,0.093901,0.35466,0.041784,0.0042511,-0.016489,2
-0.029494,0.008362,0.15588,0.22001,0.045049,-0.020399,0.035061,-0.0062159,-0.0087489,-0.11139,3
0.11411,-0.033338,0.00068206,0.0075092,-0.026051,0.043701,-0.030639,0.097284,0.082851,0.099411,2
0.17751,-0.11114,0.051782,0.81111,0.48855,0.019801,0.21066,0.20158,-0.0098489,-0.093089,4
0.32781,0.14186,0.069582,0.087709,0.27515,0.079301,0.020261,0.034384,0.15355,0.71771,1
0.014306,-0.072338,-0.013818,0.14051,-0.042051,-0.034399,0.034761,-0.022816,-0.045649,-0.12889,3
0.16501,0.12866,0.11208,0.11201,0.39455,0.068701,0.028161,0.036584,0.14595,0.29781,1
0.088806,-0.018238,0.024982,0.045009,-0.14055,0.074801,0.35096,0.068784,0.049051,0.022311,2
-0.053794,-0.094338,0.0053821,0.14561,0.11855,-0.021799,-0.0074393,0.25848,0.12575,-0.084589,4
-0.031294,-0.050238,-0.028318,0.35531,0.65985,-0.0039986,-0.0016393,-0.027016,-0.078649,-0.067889,3
0.10561,-0.002138,0.039182,-0.062691,-0.11495,0.2971,0.0070607,0.38568,0.45915,-0.026989,2
-0.037694,-0.027038,0.22818,0.14871,1.6654,0.1488,0.018661,0.23848,0.029951,0.081511,4
-0.038394,-0.067638,-0.018618,0.14951,0.024449,0.013901,0.019461,-0.0035159,-0.017149,-0.062089,3
0.49671,0.12056,0.048182,0.042109,0.28635,0.090901,0.0086607,0.0088841,0.12375,0.24951,1
0.63211,0.13056,0.079582,0.080109,0.17185,0.053401,0.022361,0.021784,0.14435,0.51581,1
